-115.0288333	44.306	2.27	7.17
-115.0461667	44.1005	2.04	18.78
-115.1903333	44.2721667	2.08	10.52
-115.1765	44.263	2.23	8.65
-115.182	44.2738	2.3	10
-115.1081	44.142	2.4	10
-115.089	44.1391667	2.2	6.32
-115.148	44.299	2.4	10
-115.0801	44.1443	3.4	10
-115.2807	44.5538	2.5	15.93
-115.252	44.537	2.73	11.56
-115.1619	44.2931	2.9	14.66
-115.1383333	44.2866667	2.35	8.03
-115.1655	44.2902	2.5	10
-115.1818333	44.281	2.44	10.09
-115.5763333	44.3373333	2.35	3.53
-115.1655	44.48	2.5	10
-115.043	44.2849	2.5	10
-115.1745	44.2818333	2.13	9.67
-115.0287	44.2478	3.1	17.26
-115.2163	44.5277	2.4	10
-115.183	44.3518	2.6	10
-115.0083333	44.3008333	2.33	5.09
-115.153	44.4108	2.5	10
-115.1018333	44.3235	2.34	8.6
-115.1395	44.3675	2.5	10
-115.201	44.5045	2.3	10
-115.1749	44.3948	3	10
-115.2133	44.4478	2.6	10
-115.0933333	44.111	2.41	10.2
-115.2308	44.349	2.2	10
-115.2096	44.5532	2.5	10
-115.1701667	44.2888333	2.12	7.49
-115.0498333	44.1345	2.43	5.4
-114.8594	44.2328	2.8	10
-114.8495	44.2306	2.4	10
-115.191	44.3593	2.6	10
-115.2141	44.5471	2.3	10
-115.1874	44.3809	2.4	10
-115.1713333	44.2793333	2.36	10.22
-115.1731667	44.2861667	2.18	8.52
-115.1845	44.3701	2.6	10
-115.2503333	44.5415	2.21	13.16
-115.2212	44.5497	2.4	10
-115.076	44.1215	2.27	9.16
-115.0288	44.2529	2.2	10
-115.0732	44.1311	2.5	10
-115.1411667	44.2801667	2.19	8.64
-115.1467	44.293	2.6	13.92
-115.0575	44.1213333	2.23	12.18
-115.1555	44.2865	2.19	3.47
-115.0697	44.1838	3	10
-115.1303333	44.2998333	2.07	6.57
-115.0263333	44.3055	2.09	7.38
-115.1026	44.1346	3.3	10
-115.1949	44.4218	2.9	10
-115.0797	44.1404	2.6	1.24
-115.0857	44.1362	2.9	10
-115.1465	44.4849	2.6	10
-115.1498	44.3205	2.3	10
-115.0797	44.1439	2.7	16.07
-115.0676667	44.1118333	2.16	9.27
-115.0796667	44.1243333	2.59	9.79
-115.0758333	44.1246667	2.09	4.03
-115.0665	44.1339	3	10
-115.0844	44.0919	4.1	10
-115.064	44.1203	3.9	15.11
-114.9941	44.2498	2.5	10
-115.0281	44.2942	3	10
-115.1638333	44.262	2.28	5.13
-115.086	44.149	2	7.91
-115.0746	44.1276	2.9	10
-115.1978	44.3129	2.5	10
-115.0983333	44.1523333	2.38	5.09
-115.1005	44.1526	2.9	10
-115.1797	44.3622	2.4	10
-115.0381	44.1153	2.4	10
-115.2206	44.5179	2.7	10
-115.051	44.2577	2.6	10
-115.0665	44.1188	2.9	10
-115.2793	44.514	3	10
-115.0908	44.1275	2.6	10
-115.161	44.2952	2.3	10
-115.0711667	44.1283333	2.1	2.47
-115.0591	44.1304	2.3	10
-115.1842	44.5314	2.4	10
-115.0228	44.3047	2.5	10
-115.0621667	44.2755	2.44	7.75
-115.0598333	44.2751667	2.66	5.36
-115.039	44.3013333	2.54	8.57
-115.0938	44.2907	2.4	16.16
-115.0892	44.1338	2.7	10
-115.1098333	44.2095	2.42	8.99
-115.0973	44.2148	3.3	10
-115.1178333	44.2183333	2.5	9.37
-115.204	44.4951	3	10
-115.1804	44.3889	3.8	10
-115.1698	44.3887	3.9	10
-115.0602	44.2512	2.1	10
-115.189	44.2778333	2.04	10.18
-115.0553	44.1334	2.8	10
-115.2381	44.5354	2.3	10
-115.0773333	44.275	2.22	8.21
-115.0652	44.1247	2.6	10
-115.2164	44.5433	2.5	10
-115.1614	44.3777	2.4	10
-115.0703	44.136	3.1	10
-115.1556	44.3801	2.8	10
-115.0658333	44.2831667	2.08	7.4
-115.0718333	44.1328333	2.22	2.87
-115.087	44.136	2.6	6.83
-115.1118333	44.3166667	2.04	5.27
-115.0918	44.1274	3.6	9.81
-115.2665	44.2945	2.4	10
-115.7097	44.3286	2.3	10
-115.1833	44.4847	3	10
-115.1534	44.3832	2.4	10
-115.0848	44.2828	2.5	10
-115.2583333	44.338	2.38	6.45
-115.2588333	44.5111667	2.34	11.04
-115.2102	44.3895	2.9	10
-115.1067	44.1178	3.8	10
-115.0992	44.131	3.4	5
-114.9643333	44.2203333	2.3	7.11
-115.1677	44.2965	2.8	1
-115.2581667	44.3388333	2.39	3.02
-114.9543333	44.2245	2.31	3.95
-115.1803	44.3841	2.8	10
-115.1508	44.265	2.4	10
-115.1984	44.3799	2.4	10
-115.2121	44.3636	2.3	10
-114.9615	44.2235	2.68	5.41
-115.1653	44.378	2.6	10
-115.1593	44.4389	2.3	10
-115.1827	44.3936	3	10
-115.2078333	44.3725	2.61	10
-115.1868	44.3659	2.4	10
-115.1049	44.1201	2.5	6.19
-115.089	44.121	2.09	5.04
-115.0502	44.268	2.6	10
-115.2282	44.5233	2.8	10
-115.0513333	44.2526667	2.12	5.17
-115.1892	44.5229	2.2	10
-115.0993333	44.1281667	2.42	7.87
-115.1487	44.3268	2.5	10
-115.0782	44.1997	3	10
-115.1669	44.3131	2.8	10
-115.0803	44.2229	2.4	10
-115.2043333	44.2925	2.3	8.34
-115.2482	44.5067	2.8	10
-115.054	44.1515	3.5	10
-115.4661667	44.3271667	2.2	-1.13
-115.141	44.2981667	2.29	6.27
-115.1906	44.3822	3	10
-115.1174	44.3172	2.3	4.63
-115.2043	44.4417	2.7	10
-115.1583333	44.2993333	2.33	9.55
-115.1948	44.3563	2.6	10
-115.1922	44.5498	2.2	10
-115.2511	44.5452	2.5	10
-114.8918	44.3198	2.2	10
-115.0618	44.2852	2.7	13.86
-115.0722	44.2788	2.4	10
-115.0648	44.2951	2.3	10
-115.0692	44.3291	3.3	10
-115.05	44.2961	3.3	12.28
-115.051	44.2891667	2.4	4.41
-115.0956667	44.1153333	2.42	10.38
-115.1862	44.3278	2.3	10
-115.1682	44.352	2.4	10
-115.1168333	44.2066667	2.12	8.47
-115.1305	44.2169	2.7	10
-115.0941	44.2106	2.3	10
-115.1126	44.2025	2.4	12.89
