-115.2265	44.356	2	16.86
-115.1928333	44.3575	2.43	18.53
-115.2361667	44.4351667	2.15	16.6
-115.2053333	44.367	2.21	9.52
-115.1914	44.514	2.3	12.47
-115.2496667	44.5568333	2.05	6.34
-115.2471667	44.5325	2.31	12.89
-115.1858333	44.3546667	2.21	7.78
-115.1991667	44.4395	2.63	8.77
-115.2068333	44.46	2.62	11.03
-115.1723333	44.3333333	2.17	5.89
-115.2448333	44.5375	2.58	11.5
-115.1676667	44.3321667	2.25	5.1
-115.2335	44.4644	2.9	13.99
-115.213	44.369	2.37	9.62
-115.2076667	44.3563333	2.4	13.2
-115.1955	44.3548	2.3	16.04
-115.2377	44.5535	2.3	13.87
-115.221	44.3691667	2.36	9.62
-115.1783333	44.3058333	2.19	6.51
-115.2178333	44.3563333	2.63	17.01
-115.1863333	44.363	2.29	7.79
-115.178	44.3141667	2.21	6.76
-115.2035	44.37	2.26	10.64
-115.2453333	44.5333333	2.44	12.24
-115.2325	44.5356667	2.71	10.9
-115.2355	44.5395	2.61	7.21
-115.1634	44.4337	2.6	17.01
-115.1827	44.3793	2.5	16.26
-115.2195	44.5346667	2.06	5.03
-115.1951667	44.3566667	2.37	9.68
-115.1646	44.3588	2.5	5.91
-115.1923333	44.3438333	2.04	9.55
-115.2045	44.3573333	3.02	10.34
-115.1863333	44.3613333	2.16	9.01
-115.1845	44.458	2.03	3.99
-115.1601667	44.3066667	2.23	5.91
-115.1878333	44.4331667	2	5.79
-115.2125	44.4333333	2.04	9.94
-115.1853333	44.3238333	2.03	9.86
-115.2093333	44.3608333	2.05	9.82
-115.2045	44.4848	2.5	5
-115.1918	44.4963	2.2	5
-115.1878333	44.488	2.66	6.51
-115.1736	44.5035	2.4	5
-115.1948333	44.4875	2.35	5.79
-115.2076667	44.3831667	2.29	13.01
-115.1941667	44.3126667	2.2	8.6
-115.193	44.3596667	2.38	10.68
-115.2161667	44.3916667	2.5	10.06
-115.1628	44.4638	2.5	15.4
-115.2063333	44.3835	2.32	9.32
-115.2275	44.3726667	2.33	11.83
-115.227	44.3726667	2.13	10.29
-115.1906667	44.3886667	2.05	7.76
-115.21	44.3743333	2.4	10.46
-115.2361	44.54	2.3	17.32
-115.2246667	44.3688333	2.06	14.9
-115.2168333	44.364	2.15	9.68
-115.2045	44.3546667	2.01	10.44
-115.194	44.3258333	2.43	7.03
-115.1826667	44.368	2.1	6.22
-115.205	44.425	2.31	6.72
-115.1598333	44.3401667	2.44	9.11
-115.2343333	44.5318333	2.46	11.92
-115.2041667	44.3123333	2.4	8.23
-115.1851	44.3485	2.5	15.21
-115.221	44.3628333	2.32	10.2
-115.2211667	44.3703333	2.27	17.95
-115.1726667	44.3745	2.34	6.64
-115.2076667	44.365	2.07	13.56
-115.194	44.3743333	2.39	6.13
-115.2468333	44.5286667	2.07	8.78
-115.2451667	44.5295	2.44	7.26
-115.1768333	44.3775	2.1	3.77
-115.2053	44.3552	2.7	12.94
-115.1838333	44.3788333	2.33	5.14
-115.2038333	44.38	2.4	8.85
-115.2223333	44.3653333	2.07	9.34
-115.2145	44.3573333	2.01	13.43
-115.1921667	44.3711667	2.19	11.83
-115.1756667	44.3718333	2.14	5.75
-115.2095	44.3904	2.5	11.19
-115.2109	44.3739	2.4	13.54
-115.211	44.446	2.83	10.35
-115.179	44.3691667	2.75	6.68
-115.1716	44.3827	2.3	6.97
-115.2029	44.3763	2.4	13.64
-115.1814	44.3989	4.6	7.54
-115.2493333	44.5383333	2	7.3
-115.2376667	44.5133333	2.02	5.08
-115.1198333	44.3061667	2.27	10.03
-115.2193333	44.5305	2.15	3.51
-115.2013333	44.405	2.2	7.91
-115.2076667	44.303	2.28	8.5
-115.2236667	44.3621667	2.4	14.15
-115.1605	44.3336667	2.31	4.36
-115.215	44.4338333	2.16	9.13
-115.1731667	44.3481667	2.29	6.43
-115.2251667	44.399	2.03	9.42
-115.1873333	44.368	2.46	9.45
-115.2158333	44.363	2.11	9.99
-115.2051667	44.3735	2.31	10.3
-115.2175	44.3046667	2.06	6.9
-115.2046667	44.368	2.24	10.27
-115.2275	44.51	2.4	17.42
-115.1986667	44.3693333	2.11	5.22
-115.2111667	44.4793333	2.34	5.38
-115.1933333	44.328	2.06	8.57
-115.194	44.3593333	2.34	8.35
-115.1573	44.3944	2.3	12.99
-115.1546667	44.378	2.22	3.7
-115.2279	44.4216	2.7	12.15
-115.1594	44.3897	3.9	13.34
-115.195	44.3668333	2.18	6.33
-115.1966667	44.3678333	2.26	9.19
-115.1766	44.3886	2.3	8.23
-115.2043333	44.3658333	2.23	9.75
-115.1333	44.3845	2.8	11.28
-115.2138333	44.4653333	2.12	11.75
-115.2025	44.3598333	2.25	10.28
-115.213	44.3658333	2.42	16.19
-115.2176667	44.3535	2.14	9.93
-115.2418333	44.5455	2.14	13.65
-115.19	44.3678333	2.15	5.34
-115.193	44.308	2	9.54
-115.1873333	44.3193333	2.2	4.96
-115.1968333	44.367	2.38	8.16
-115.2163333	44.3766667	2.42	16.77
-115.2011667	44.504	2.31	5.43
-115.2517	44.3626	2.4	12.78
-115.206	44.3262	2.3	4.82
-115.1491667	44.3591667	2.38	3.93
-115.185	44.307	2.34	8.35
-115.211	44.364	2.2	15.73
-115.2185	44.3903333	2.06	5.95
-115.224	44.4846667	2.02	5.78
-115.152	44.3543	2.3	13.62
-115.1999	44.4825	2.5	5.78
-115.2013333	44.3461667	2.29	10.82
-115.1838333	44.458	2.35	4.85
-115.1958333	44.4201667	2.42	6.27
-115.1846667	44.3695	2.36	7.78
-115.2031667	44.4856667	2.17	5.36
-115.1396667	44.3028333	2.17	10.59
-115.2036667	44.3581667	2.29	9.85
-115.1675	44.4838	3.8	13.3
-115.2175	44.456	2.14	10.48
-115.204	44.3676667	2.1	8.64
-115.1871667	44.3191667	2.36	10.1
-115.2125	44.541	2.02	5
-115.2275	44.5431667	2.15	3.69
-115.2496667	44.5466667	2.03	11.6
-115.2116667	44.4476667	2.3	8.62
-115.2125	44.3723333	2.01	11.17
-115.2053333	44.4275	2.06	9.34
-115.2024	44.3671	2.6	12.33
-115.2033333	44.3426667	2	17.99
-115.1646667	44.3518333	2.2	6.34
-115.2466667	44.5335	2.06	12.34
-115.2356667	44.5268333	2.42	10.73
-115.2143	44.5649	3.7	10.89
-115.2298333	44.5338333	2.35	10.26
-115.1715	44.3586667	2.11	6.14
-115.1865	44.3636667	2.33	8.52
-115.1831667	44.363	2.01	7.6
-115.185	44.3613333	2.1	4.6
-115.2023	44.3424	2.4	5
-115.2468333	44.534	2.22	11.65
-115.2196667	44.3593333	2.21	13.93
-115.1986667	44.338	2.28	13.13
-115.1945	44.3735	2.4	9.06
-115.1905	44.3539	2.5	16.64
-115.2251667	44.3681667	2.22	13.79
-115.2108333	44.3523333	2.15	13.52
-115.227	44.4782	2.7	13.23
-115.1563	44.3926	4.4	5.67
-115.183	44.3417	3.1	3.44
-115.2368333	44.5258333	2.29	6.35
-115.1958333	44.3086667	2.04	10.38
-115.1646	44.4264	2.3	4.8
-115.2083333	44.3606667	2	17.9
-115.2145	44.3665	2.33	14.8
-115.2198333	44.4806667	2.4	8.74
-115.1981667	44.364	2.13	7.35
-115.1908	44.3744	2.9	16.59
-115.2	44.4318333	2.25	18.14
-115.2219	44.4741	3.2	15.47
-115.216	44.4533	2.6	11.18
-115.1768	44.3819	2.5	18.87
-115.1711667	44.3026667	2.35	10.58
-115.204	44.3656667	2.1	20.04
-115.1851667	44.405	2.04	5.97
-115.2139	44.4149	4.4	12.75
-115.1802	44.3837	3.6	17.16
-115.23	44.539	2.5	14.39
-115.2102	44.3892	3	16.13
-115.2304	44.4616	2.7	13.56
-115.2126	44.4907	2.4	16.61
-115.1873333	44.3201667	2.3	8.56
-115.2126667	44.3598333	2.09	16.57
-115.1966667	44.3715	2.42	8.09
-115.2008333	44.4816667	2.22	6.36
-115.2098333	44.3611667	2.02	9.96
-115.1778333	44.3756667	2.02	6.86
-115.2025	44.366	2.18	8.82
-115.2336667	44.5448333	2.24	15.71
-115.2183333	44.3621667	2.22	14.68
-115.1754	44.3907	3.2	18.7
-115.2008333	44.3345	2.02	8.32
-115.1352	44.3741	2.4	6.34
-115.2055	44.3615	2.6	15.32
-115.1821	44.3624	2.6	13.09
-115.2433333	44.534	2.01	7.74
-115.2106667	44.3711667	2.38	13.3
-115.1881	44.3769	2.5	12.96
-115.2425	44.5315	2.13	13.16
-115.1538333	44.3298333	2.38	6.38
-115.2066667	44.3728333	2.4	13.52
-115.1856667	44.4591667	2.42	8.16
-115.1447	44.3012	2.6	10.15
-115.2241667	44.4976667	2.08	8.52
-115.2198333	44.3835	2.36	11.7
-115.1746667	44.373	2.43	6.19
-115.2152	44.362	2.8	15.28
